trip_id,arrival_time,departure_time,stop_id,stop_sequence
metro_trip_00003,06:20:15,06:20:40,metro_stop_020,20
metro_trip_00003,06:22:46,06:23:11,metro_stop_021,21
metro_trip_00003,06:25:17,06:25:42,metro_stop_022,22
metro_trip_00003,06:27:21,06:27:46,metro_stop_023,23
metro_trip_00003,06:29:25,06:29:50,metro_stop_024,24
metro_trip_00003,06:32:25,06:32:50,metro_stop_025,25
metro_trip_00003,06:35:25,06:35:50,metro_stop_026,26
metro_trip_00003,06:37:41,06:38:06,metro_stop_027,27
metro_trip_00003,06:39:57,06:40:22,metro_stop_028,28
metro_trip_00003,06:42:13,06:42:38,metro_stop_029,29
metro_trip_00003,06:44:29,06:44:54,metro_stop_030,30
metro_trip_00003,06:46:45,06:47:10,metro_stop_031,31
metro_trip_00003,06:48:30,06:48:55,metro_stop_032,32
metro_trip_00003,06:50:15,06:50:40,metro_stop_033,33
metro_trip_00003,06:52:00,06:52:25,metro_stop_034,34
metro_trip_00003,06:53:45,06:54:10,metro_stop_035,35
metro_trip_00003,06:55:30,06:55:55,metro_stop_036,36
metro_trip_00003,06:57:15,06:57:15,metro_stop_037,37
metro_trip_00004,06:00:00,06:00:25,metro_stop_001,1
metro_trip_00004,06:01:29,06:01:54,metro_stop_002,2
metro_trip_00004,06:04:07,06:04:32,metro_stop_003,3
metro_trip_00004,06:06:45,06:07:10,metro_stop_004,4
metro_trip_00004,06:09:23,06:09:48,metro_stop_005,5
metro_trip_00004,06:12:01,06:12:26,metro_stop_006,6
metro_trip_00004,06:14:39,06:15:04,metro_stop_007,7
metro_trip_00004,06:17:17,06:17:42,metro_stop_008,8
metro_trip_00004,06:18:59,06:19:24,metro_stop_009,9
metro_trip_00004,06:20:41,06:21:06,metro_stop_010,10
metro_trip_00004,06:22:23,06:22:48,metro_stop_011,11
metro_trip_00004,06:25:05,06:25:30,metro_stop_012,12
metro_trip_00004,06:26:52,06:27:17,metro_stop_013,13
metro_trip_00004,06:28:39,06:29:04,metro_stop_014,14
metro_trip_00004,06:30:28,06:30:53,metro_stop_015,15
metro_trip_00004,06:32:17,06:32:42,metro_stop_016,16
metro_trip_00004,06:34:06,06:34:31,metro_stop_017,17
metro_trip_00004,06:35:55,06:36:20,metro_stop_018,18
metro_trip_00004,06:37:44,06:38:09,metro_stop_019,19
metro_trip_00004,06:40:15,06:40:40,metro_stop_020,20
metro_trip_00004,06:42:46,06:43:11,metro_stop_021,21
metro_trip_00004,06:45:17,06:45:42,metro_stop_022,22
metro_trip_00004,06:47:21,06:47:46,metro_stop_023,23
metro_trip_00004,06:49:25,06:49:50,metro_stop_024,24
metro_trip_00004,06:52:25,06:52:50,metro_stop_025,25
metro_trip_00004,06:55:25,06:55:50,metro_stop_026,26
metro_trip_00004,06:57:41,06:58:06,metro_stop_027,27
metro_trip_00004,06:59:57,07:00:22,metro_stop_028,28
metro_trip_00004,07:02:13,07:02:38,metro_stop_029,29
metro_trip_00004,07:04:29,07:04:54,metro_stop_030,30
metro_trip_00004,07:06:45,07:07:10,metro_stop_031,31
metro_trip_00004,07:08:30,07:08:55,metro_stop_032,32
metro_trip_00004,07:10:15,07:10:40,metro_stop_033,33
metro_trip_00004,07:12:00,07:12:25,metro_stop_034,34
metro_trip_00004,07:13:45,07:14:10,metro_stop_035,35
metro_trip_00004,07:15:30,07:15:55,metro_stop_036,36
metro_trip_00004,07:17:15,07:17:15,metro_stop_037,37
metro_trip_00005,06:20:00,06:20:25,metro_stop_001,1
metro_trip_00005,06:21:29,06:21:54,metro_stop_002,2
metro_trip_00005,06:24:07,06:24:32,metro_stop_003,3
metro_trip_00005,06:26:45,06:27:10,metro_stop_004,4
metro_trip_00005,06:29:23,06:29:48,metro_stop_005,5
metro_trip_00005,06:32:01,06:32:26,metro_stop_006,6
metro_trip_00005,06:34:39,06:35:04,metro_stop_007,7
metro_trip_00005,06:37:17,06:37:42,metro_stop_008,8
metro_trip_00005,06:38:59,06:39:24,metro_stop_009,9
metro_trip_00005,06:40:41,06:41:06,metro_stop_010,10
metro_trip_00005,06:42:23,06:42:48,metro_stop_011,11
metro_trip_00005,06:45:05,06:45:30,metro_stop_012,12
metro_trip_00005,06:46:52,06:47:17,metro_stop_013,13
metro_trip_00005,06:48:39,06:49:04,metro_stop_014,14
metro_trip_00005,06:50:28,06:50:53,metro_stop_015,15
metro_trip_00005,06:52:17,06:52:42,metro_stop_016,16
metro_trip_00005,06:54:06,06:54:31,metro_stop_017,17
metro_trip_00005,06:55:55,06:56:20,metro_stop_018,18
metro_trip_00005,06:57:44,06:58:09,metro_stop_019,19
metro_trip_00005,07:00:15,07:00:40,metro_stop_020,20
metro_trip_00005,07:02:46,07:03:11,metro_stop_021,21
metro_trip_00005,07:05:17,07:05:42,metro_stop_022,22
metro_trip_00005,07:07:21,07:07:46,metro_stop_023,23
metro_trip_00005,07:09:25,07:09:50,metro_stop_024,24
metro_trip_00005,07:12:25,07:12:50,metro_stop_025,25
metro_trip_00005,07:15:25,07:15:50,metro_stop_026,26
metro_trip_00005,07:17:41,07:18:06,metro_stop_027,27
metro_trip_00005,07:19:57,07:20:22,metro_stop_028,28
metro_trip_00005,07:22:13,07:22:38,metro_stop_029,29
metro_trip_00005,07:24:29,07:24:54,metro_stop_030,30
metro_trip_00005,07:26:45,07:27:10,metro_stop_031,31
metro_trip_00005,07:28:30,07:28:55,metro_stop_032,32
metro_trip_00005,07:30:15,07:30:40,metro_stop_033,33
metro_trip_00005,07:32:00,07:32:25,metro_stop_034,34
metro_trip_00005,07:33:45,07:34:10,metro_stop_035,35
metro_trip_00005,07:35:30,07:35:55,metro_stop_036,36
metro_trip_00005,07:37:15,07:37:15,metro_stop_037,37
metro_trip_00006,06:40:00,06:40:25,metro_stop_001,1
metro_trip_00006,06:41:29,06:41:54,metro_stop_002,2
metro_trip_00006,06:44:07,06:44:32,metro_stop_003,3
metro_trip_00006,06:46:45,06:47:10,metro_stop_004,4
metro_trip_00006,06:49:23,06:49:48,metro_stop_005,5
metro_trip_00006,06:52:01,06:52:26,metro_stop_006,6
metro_trip_00006,06:54:39,06:55:04,metro_stop_007,7
metro_trip_00006,06:57:17,06:57:42,metro_stop_008,8
metro_trip_00006,06:58:59,06:59:24,metro_stop_009,9
metro_trip_00006,07:00:41,07:01:06,metro_stop_010,10
metro_trip_00006,07:02:23,07:02:48,metro_stop_011,11
metro_trip_00006,07:05:05,07:05:30,metro_stop_012,12
metro_trip_00006,07:06:52,07:07:17,metro_stop_013,13
metro_trip_00006,07:08:39,07:09:04,metro_stop_014,14
metro_trip_00006,07:10:28,07:10:53,metro_stop_015,15
metro_trip_00006,07:12:17,07:12:42,metro_stop_016,16
metro_trip_00006,07:14:06,07:14:31,metro_stop_017,17
metro_trip_00006,07:15:55,07:16:20,metro_stop_018,18
metro_trip_00006,07:17:44,07:18:09,metro_stop_019,19
metro_trip_00006,07:20:15,07:20:40,metro_stop_020,20
metro_trip_00006,07:22:46,07:23:11,metro_stop_021,21
metro_trip_00006,07:25:17,07:25:42,metro_stop_022,22
metro_trip_00006,07:27:21,07:27:46,metro_stop_023,23
metro_trip_00006,07:29:25,07:29:50,metro_stop_024,24
metro_trip_00006,07:32:25,07:32:50,metro_stop_025,25
metro_trip_00006,07:35:25,07:35:50,metro_stop_026,26
metro_trip_00006,07:37:41,07:38:06,metro_stop_027,27
metro_trip_00006,07:39:57,07:40:22,metro_stop_028,28
metro_trip_00006,07:42:13,07:42:38,metro_stop_029,29
metro_trip_00006,07:44:29,07:44:54,metro_stop_030,30
metro_trip_00006,07:46:45,07:47:10,metro_stop_031,31
metro_trip_00006,07:48:30,07:48:55,metro_stop_032,32
metro_trip_00006,07:50:15,07:50:40,metro_stop_033,33
metro_trip_00006,07:52:00,07:52:25,metro_stop_034,34
metro_trip_00006,07:53:45,07:54:10,metro_stop_035,35
metro_trip_00006,07:55:30,07:55:55,metro_stop_036,36
metro_trip_00006,07:57:15,07:57:15,metro_stop_037,37
metro_trip_00007,07:00:00,07:00:25,metro_stop_001,1
metro_trip_00007,07:01:29,07:01:54,metro_stop_002,2
metro_trip_00007,07:04:07,07:04:32,metro_stop_003,3
metro_trip_00007,07:06:45,07:07:10,metro_stop_004,4
metro_trip_00007,07:09:23,07:09:48,metro_stop_005,5
metro_trip_00007,07:12:01,07:12:26,metro_stop_006,6
metro_trip_00007,07:14:39,07:15:04,metro_stop_007,7
metro_trip_00007,07:17:17,07:17:42,metro_stop_008,8
metro_trip_00007,07:18:59,07:19:24,metro_stop_009,9
metro_trip_00007,07:20:41,07:21:06,metro_stop_010,10
metro_trip_00007,07:22:23,07:22:48,metro_stop_011,11
metro_trip_00007,07:25:05,07:25:30,metro_stop_012,12
metro_trip_00007,07:26:52,07:27:17,metro_stop_013,13
metro_trip_00007,07:28:39,07:29:04,metro_stop_014,14
metro_trip_00007,07:30:28,07:30:53,metro_stop_015,15
metro_trip_00007,07:32:17,07:32:42,metro_stop_016,16
metro_trip_00007,07:34:06,07:34:31,metro_stop_017,17
metro_trip_00007,07:35:55,07:36:20,metro_stop_018,18
metro_trip_00007,07:37:44,07:38:09,metro_stop_019,19
metro_trip_00007,07:40:15,07:40:40,metro_stop_020,20
metro_trip_00007,07:42:46,07:43:11,metro_stop_021,21
metro_trip_00007,07:45:17,07:45:42,metro_stop_022,22
metro_trip_00007,07:47:21,07:47:46,metro_stop_023,23
metro_trip_00007,07:49:25,07:49:50,metro_stop_024,24
metro_trip_00007,07:52:25,07:52:50,metro_stop_025,25
metro_trip_00007,07:55:25,07:55:50,metro_stop_026,26
metro_trip_00007,07:57:41,07:58:06,metro_stop_027,27
metro_trip_00007,07:59:57,08:00:22,metro_stop_028,28
metro_trip_00007,08:02:13,08:02:38,metro_stop_029,29
metro_trip_00007,08:04:29,08:04:54,metro_stop_030,30
metro_trip_00007,08:06:45,08:07:10,metro_stop_031,31
metro_trip_00007,08:08:30,08:08:55,metro_stop_032,32
metro_trip_00007,08:10:15,08:10:40,metro_stop_033,33
metro_trip_00007,08:12:00,08:12:25,metro_stop_034,34
metro_trip_00007,08:13:45,08:14:10,metro_stop_035,35
metro_trip_00007,08:15:30,08:15:55,metro_stop_036,36
metro_trip_00007,08:17:15,08:17:15,metro_stop_037,37
metro_trip_00008,07:12:00,07:12:25,metro_stop_001,1
metro_trip_00008,07:13:29,07:13:54,metro_stop_002,2
metro_trip_00008,07:16:07,07:16:32,metro_stop_003,3
metro_trip_00008,07:18:45,07:19:10,metro_stop_004,4
metro_trip_00008,07:21:23,07:21:48,metro_stop_005,5
metro_trip_00008,07:24:01,07:24:26,metro_stop_006,6
metro_trip_00008,07:26:39,07:27:04,metro_stop_007,7
metro_trip_00008,07:29:17,07:29:42,metro_stop_008,8
metro_trip_00008,07:30:59,07:31:24,metro_stop_009,9
metro_trip_00008,07:32:41,07:33:06,metro_stop_010,10
metro_trip_00008,07:34:23,07:34:48,metro_stop_011,11
metro_trip_00008,07:37:05,07:37:30,metro_stop_012,12
metro_trip_00008,07:38:52,07:39:17,metro_stop_013,13
metro_trip_00008,07:40:39,07:41:04,metro_stop_014,14
metro_trip_00008,07:42:28,07:42:53,metro_stop_015,15
metro_trip_00008,07:44:17,07:44:42,metro_stop_016,16
metro_trip_00008,07:46:06,07:46:31,metro_stop_017,17
metro_trip_00008,07:47:55,07:48:20,metro_stop_018,18
metro_trip_00008,07:49:44,07:50:09,metro_stop_019,19
metro_trip_00008,07:52:15,07:52:40,metro_stop_020,20
metro_trip_00008,07:54:46,07:55:11,metro_stop_021,21
metro_trip_00008,07:57:17,07:57:42,metro_stop_022,22
metro_trip_00008,07:59:21,07:59:46,metro_stop_023,23
metro_trip_00008,08:01:25,08:01:50,metro_stop_024,24
metro_trip_00008,08:04:25,08:04:50,metro_stop_025,25
metro_trip_00008,08:07:25,08:07:50,metro_stop_026,26
metro_trip_00008,08:09:41,08:10:06,metro_stop_027,27
metro_trip_00008,08:11:57,08:12:22,metro_stop_028,28
metro_trip_00008,08:14:13,08:14:38,metro_stop_029,29
metro_trip_00008,08:16:29,08:16:54,metro_stop_030,30
metro_trip_00008,08:18:45,08:19:10,metro_stop_031,31
metro_trip_00008,08:20:30,08:20:55,metro_stop_032,32
metro_trip_00008,08:22:15,08:22:40,metro_stop_033,33
metro_trip_00008,08:24:00,08:24:25,metro_stop_034,34
metro_trip_00008,08:25:45,08:26:10,metro_stop_035,35
metro_trip_00008,08:27:30,08:27:55,metro_stop_036,36
metro_trip_00008,08:29:15,08:29:15,metro_stop_037,37
metro_trip_00009,07:24:00,07:24:25,metro_stop_001,1
metro_trip_00009,07:25:29,07:25:54,metro_stop_002,2
metro_trip_00009,07:28:07,07:28:32,metro_stop_003,3
metro_trip_00009,07:30:45,07:31:10,metro_stop_004,4
metro_trip_00009,07:33:23,07:33:48,metro_stop_005,5
metro_trip_00009,07:36:01,07:36:26,metro_stop_006,6
metro_trip_00009,07:38:39,07:39:04,metro_stop_007,7
metro_trip_00009,07:41:17,07:41:42,metro_stop_008,8
metro_trip_00009,07:42:59,07:43:24,metro_stop_009,9
metro_trip_00009,07:44:41,07:45:06,metro_stop_010,10
metro_trip_00009,07:46:23,07:46:48,metro_stop_011,11
metro_trip_00009,07:49:05,07:49:30,metro_stop_012,12
metro_trip_00009,07:50:52,07:51:17,metro_stop_013,13
metro_trip_00009,07:52:39,07:53:04,metro_stop_014,14
metro_trip_00009,07:54:28,07:54:53,metro_stop_015,15
metro_trip_00009,07:56:17,07:56:42,metro_stop_016,16
metro_trip_00009,07:58:06,07:58:31,metro_stop_017,17
metro_trip_00009,07:59:55,08:00:20,metro_stop_018,18
metro_trip_00009,08:01:44,08:02:09,metro_stop_019,19
metro_trip_00009,08:04:15,08:04:40,metro_stop_020,20
metro_trip_00009,08:06:46,08:07:11,metro_stop_021,21
metro_trip_00009,08:09:17,08:09:42,metro_stop_022,22
metro_trip_00009,08:11:21,08:11:46,metro_stop_023,23
metro_trip_00009,08:13:25,08:13:50,metro_stop_024,24
metro_trip_00009,08:16:25,08:16:50,metro_stop_025,25
metro_trip_00009,08:19:25,08:19:50,metro_stop_026,26
metro_trip_00009,08:21:41,08:22:06,metro_stop_027,27
metro_trip_00009,08:23:57,08:24:22,metro_stop_028,28
metro_trip_00009,08:26:13,08:26:38,metro_stop_029,29
metro_trip_00009,08:28:29,08:28:54,metro_stop_030,30
metro_trip_00009,08:30:45,08:31:10,metro_stop_031,31
metro_trip_00009,08:32:30,08:32:55,metro_stop_032,32
metro_trip_00009,08:34:15,08:34:40,metro_stop_033,33
metro_trip_00009,08:36:00,08:36:25,metro_stop_034,34
metro_trip_00009,08:37:45,08:38:10,metro_stop_035,35
metro_trip_00009,08:39:30,08:39:55,metro_stop_036,36
metro_trip_00009,08:41:15,08:41:15,metro_stop_037,37
metro_trip_00010,07:36:00,07:36:25,metro_stop_001,1
metro_trip_00010,07:37:29,07:37:54,metro_stop_002,2
metro_trip_00010,07:40:07,07:40:32,metro_stop_003,3
metro_trip_00010,07:42:45,07:43:10,metro_stop_004,4
metro_trip_00010,07:45:23,07:45:48,metro_stop_005,5
metro_trip_00010,07:48:01,07:48:26,metro_stop_006,6
metro_trip_00010,07:50:39,07:51:04,metro_stop_007,7
metro_trip_00010,07:53:17,07:53:42,metro_stop_008,8
metro_trip_00010,07:54:59,07:55:24,metro_stop_009,9
metro_trip_00010,07:56:41,07:57:06,metro_stop_010,10
metro_trip_00010,07:58:23,07:58:48,metro_stop_011,11
metro_trip_00010,08:01:05,08:01:30,metro_stop_012,12
metro_trip_00010,08:02:52,08:03:17,metro_stop_013,13
metro_trip_00010,08:04:39,08:05:04,metro_stop_014,14
metro_trip_00010,08:06:28,08:06:53,metro_stop_015,15
metro_trip_00010,08:08:17,08:08:42,metro_stop_016,16
metro_trip_00010,08:10:06,08:10:31,metro_stop_017,17
metro_trip_00010,08:11:55,08:12:20,metro_stop_018,18
metro_trip_00010,08:13:44,08:14:09,metro_stop_019,19
metro_trip_00010,08:16:15,08:16:40,metro_stop_020,20
metro_trip_00010,08:18:46,08:19:11,metro_stop_021,21
metro_trip_00010,08:21:17,08:21:42,metro_stop_022,22
metro_trip_00010,08:23:21,08:23:46,metro_stop_023,23
metro_trip_00010,08:25:25,08:25:50,metro_stop_024,24
metro_trip_00010,08:28:25,08:28:50,metro_stop_025,25
metro_trip_00010,08:31:25,08:31:50,metro_stop_026,26
metro_trip_00010,08:33:41,08:34:06,metro_stop_027,27
metro_trip_00010,08:35:57,08:36:22,metro_stop_028,28
metro_trip_00010,08:38:13,08:38:38,metro_stop_029,29
metro_trip_00010,08:40:29,08:40:54,metro_stop_030,30
metro_trip_00010,08:42:45,08:43:10,metro_stop_031,31
metro_trip_00010,08:44:30,08:44:55,metro_stop_032,32
metro_trip_00010,08:46:15,08:46:40,metro_stop_033,33
metro_trip_00010,08:48:00,08:48:25,metro_stop_034,34
metro_trip_00010,08:49:45,08:50:10,metro_stop_035,35
metro_trip_00010,08:51:30,08:51:55,metro_stop_036,36
metro_trip_00010,08:53:15,08:53:15,metro_stop_037,37
metro_trip_00011,07:48:00,07:48:25,metro_stop_001,1
metro_trip_00011,07:49:29,07:49:54,metro_stop_002,2
metro_trip_00011,07:52:07,07:52:32,metro_stop_003,3
metro_trip_00011,07:54:45,07:55:10,metro_stop_004,4
metro_trip_00011,07:57:23,07:57:48,metro_stop_005,5
metro_trip_00011,08:00:01,08:00:26,metro_stop_006,6
metro_trip_00011,08:02:39,08:03:04,metro_stop_007,7
metro_trip_00011,08:05:17,08:05:42,metro_stop_008,8
metro_trip_00011,08:06:59,08:07:24,metro_stop_009,9
metro_trip_00011,08:08:41,08:09:06,metro_stop_010,10
metro_trip_00011,08:10:23,08:10:48,metro_stop_011,11
metro_trip_00011,08:13:05,08:13:30,metro_stop_012,12
metro_trip_00011,08:14:52,08:15:17,metro_stop_013,13
metro_trip_00011,08:16:39,08:17:04,metro_stop_014,14
metro_trip_00011,08:18:28,08:18:53,metro_stop_015,15
metro_trip_00011,08:20:17,08:20:42,metro_stop_016,16
metro_trip_00011,08:22:06,08:22:31,metro_stop_017,17
metro_trip_00011,08:23:55,08:24:20,metro_stop_018,18
metro_trip_00011,08:25:44,08:26:09,metro_stop_019,19
metro_trip_00011,08:28:15,08:28:40,metro_stop_020,20
metro_trip_00011,08:30:46,08:31:11,metro_stop_021,21
metro_trip_00011,08:33:17,08:33:42,metro_stop_022,22
metro_trip_00011,08:35:21,08:35:46,metro_stop_023,23
metro_trip_00011,08:37:25,08:37:50,metro_stop_024,24
metro_trip_00011,08:40:25,08:40:50,metro_stop_025,25
metro_trip_00011,08:43:25,08:43:50,metro_stop_026,26
metro_trip_00011,08:45:41,08:46:06,metro_stop_027,27
metro_trip_00011,08:47:57,08:48:22,metro_stop_028,28
metro_trip_00011,08:50:13,08:50:38,metro_stop_029,29
metro_trip_00011,08:52:29,08:52:54,metro_stop_030,30
metro_trip_00011,08:54:45,08:55:10,metro_stop_031,31
metro_trip_00011,08:56:30,08:56:55,metro_stop_032,32
metro_trip_00011,08:58:15,08:58:40,metro_stop_033,33
metro_trip_00011,09:00:00,09:00:25,metro_stop_034,34
metro_trip_00011,09:01:45,09:02:10,metro_stop_035,35
metro_trip_00011,09:03:30,09:03:55,metro_stop_036,36
metro_trip_00011,09:05:15,09:05:15,metro_stop_037,37
metro_trip_00012,08:00:00,08:00:25,metro_stop_001,1
metro_trip_00012,08:01:29,08:01:54,metro_stop_002,2
metro_trip_00012,08:04:07,08:04:32,metro_stop_003,3
metro_trip_00012,08:06:45,08:07:10,metro_stop_004,4
metro_trip_00012,08:09:23,08:09:48,metro_stop_005,5
metro_trip_00012,08:12:01,08:12:26,metro_stop_006,6
metro_trip_00012,08:14:39,08:15:04,metro_stop_007,7
metro_trip_00012,08:17:17,08:17:42,metro_stop_008,8
metro_trip_00012,08:18:59,08:19:24,metro_stop_009,9
metro_trip_00012,08:20:41,08:21:06,metro_stop_010,10
metro_trip_00012,08:22:23,08:22:48,metro_stop_011,11
metro_trip_00012,08:25:05,08:25:30,metro_stop_012,12
metro_trip_00012,08:26:52,08:27:17,metro_stop_013,13
metro_trip_00012,08:28:39,08:29:04,metro_stop_014,14
metro_trip_00012,08:30:28,08:30:53,metro_stop_015,15
metro_trip_00012,08:32:17,08:32:42,metro_stop_016,16
metro_trip_00012,08:34:06,08:34:31,metro_stop_017,17
metro_trip_00012,08:35:55,08:36:20,metro_stop_018,18
metro_trip_00012,08:37:44,08:38:09,metro_stop_019,19
metro_trip_00012,08:40:15,08:40:40,metro_stop_020,20
metro_trip_00012,08:42:46,08:43:11,metro_stop_021,21
metro_trip_00012,08:45:17,08:45:42,metro_stop_022,22
metro_trip_00012,08:47:21,08:47:46,metro_stop_023,23
metro_trip_00012,08:49:25,08:49:50,metro_stop_024,24
metro_trip_00012,08:52:25,08:52:50,metro_stop_025,25
metro_trip_00012,08:55:25,08:55:50,metro_stop_026,26
metro_trip_00012,08:57:41,08:58:06,metro_stop_027,27
metro_trip_00012,08:59:57,09:00:22,metro_stop_028,28
metro_trip_00012,09:02:13,09:02:38,metro_stop_029,29
metro_trip_00012,09:04:29,09:04:54,metro_stop_030,30
metro_trip_00012,09:06:45,09:07:10,metro_stop_031,31
metro_trip_00012,09:08:30,09:08:55,metro_stop_032,32
metro_trip_00012,09:10:15,09:10:40,metro_stop_033,33
metro_trip_00012,09:12:00,09:12:25,metro_stop_034,34
metro_trip_00012,09:13:45,09:14:10,metro_stop_035,35
metro_trip_00012,09:15:30,09:15:55,metro_stop_036,36
metro_trip_00012,09:17:15,09:17:15,metro_stop_037,37
metro_trip_00013,08:12:00,08:12:25,metro_stop_001,1
metro_trip_00013,08:13:29,08:13:54,metro_stop_002,2
metro_trip_00013,08:16:07,08:16:32,metro_stop_003,3
metro_trip_00013,08:18:45,08:19:10,metro_stop_004,4
metro_trip_00013,08:21:23,08:21:48,metro_stop_005,5
