num_transfers,total_scheduled_time,total_actual_time,min_buffer,pct_bus,hour,day_of_week,missed_connection,deadline_slack,reached_on_time
4,3080.928167643165,6219.801788371958,-915.091392565721,0.7142857142857143,6,2,True,1.058830508787758,0
8,2305.550608393534,3916.9480863336466,-132.76460716575073,0.47619047619047616,19,5,False,1.155845256651196,0
10,7099.392679060078,8755.965195194802,-218.5332541946271,0.7428571428571429,10,2,False,1.0680078585890462,0
4,2730.9002902839793,3674.2031921055836,22.0,0.8260869565217391,10,0,False,1.2598737989400899,0
3,3414.109546401252,5075.345315898665,62.18302245224722,0.8214285714285714,14,1,False,1.0754020963788333,0
0,4281.0,5456.013253101435,999.0,1.0,12,4,False,1.1778207046467122,0
6,4057.2646795504247,7846.508856786909,39.91523358996693,0.8,14,2,False,1.0633802894211721,0
2,4541.733566317441,5982.411047466624,6.392365638466416,0.6818181818181818,22,5,False,1.3114798139360562,0
0,4388.0,5667.071118396307,999.0,1.0,21,1,False,1.020554402325045,0
2,10120.225920914037,12699.77908994937,44.85779630960212,0.9487179487179487,11,0,False,1.1741890334841583,0
4,2213.5768413623236,4496.423785037651,-290.74173636709264,0.6285714285714286,20,1,True,1.3378216858425473,0
4,7920.2243760844,11560.592373435344,64.89508272074761,0.8648648648648649,7,1,False,1.1800256085091516,0
0,1311.0,1664.4321790571685,999.0,1.0,14,1,False,1.4973792920683167,1
0,2678.0,5352.497692812653,999.0,1.0,9,0,False,1.3258801221283594,0
0,6331.0,10020.838580039355,999.0,1.0,14,4,False,1.2424379844030657,0
0,4056.0,5534.682017923235,999.0,1.0,16,2,False,1.3720023678988202,1
2,8767.62166499618,16702.499107898628,-230.03034058043863,0.9722222222222222,16,6,True,1.456067401020409,0
8,3231.262705528381,4585.161072814792,-406.26990730129006,0.5862068965517241,11,1,True,1.4817350107408158,1
4,4623.851978539783,5973.466003150882,68.63808056074974,0.84375,22,4,False,1.095698465323099,0
0,6659.0,9594.373651844318,999.0,1.0,18,2,False,1.2455955967314953,0
0,1914.0,4002.134948779999,999.0,1.0,21,1,False,1.3368703594809657,0
0,6368.0,10020.973689754166,999.0,1.0,9,0,False,1.1374886912691635,0
0,521.0,590.9113730331089,999.0,1.0,6,4,False,1.4993544471532407,1
0,4978.0,7699.88579454188,999.0,1.0,9,3,False,1.1172359302033246,0
4,2774.404529179897,4332.867662318617,31.77294643567951,0.7222222222222222,13,3,False,1.0632790931031075,0
2,543.7335663174409,543.7335663174409,84.0,0.5,12,0,False,1.4292229319339864,1
0,6289.0,11695.561098567472,999.0,1.0,13,4,False,1.2382561283185853,0
2,8193.080856097025,13086.655157707542,25.0,0.9649122807017544,17,6,False,1.1902571955453034,0
6,6725.947746778715,8241.54901349699,22.0,0.5,12,0,False,1.467652226917774,1
10,7735.187785423794,10372.7774929234,10.0,0.6363636363636364,13,3,False,1.2071330125891413,0
2,6074.327254015479,7520.175590160957,23.681017179776383,0.9428571428571428,21,3,False,1.3867062456590524,1
8,15261.829724891022,17911.999380171816,-157.09840832796942,0.8409090909090909,15,2,False,1.2077843062333424,1
2,2743.6286490381885,6371.187771452154,103.73356631744096,0.9354838709677419,12,4,False,1.2132554382260001,0
6,6305.505751947247,8783.145716963129,44.0,0.868421052631579,8,6,False,1.0224357081838842,0
0,7559.0,13080.634335397866,999.0,1.0,10,2,False,1.2626297614585498,0
4,2671.040263856108,4250.441395826132,88.0,0.6486486486486487,11,0,False,1.3434733427424668,0
2,9488.231440392465,10312.185927892931,-4.557554212273686,0.8947368421052632,15,6,False,1.1158135404234404,1
2,5835.860087955836,7743.437813275316,-299.49445571594623,0.92,19,4,True,1.378171264508889,1
6,3385.451944107084,4575.500504670407,-2.08147129500583,0.6666666666666666,12,0,False,1.4361781882736122,1
0,3707.0,6041.849775461267,999.0,1.0,11,6,False,1.2802671205806226,0
0,3192.0,8754.969222573458,999.0,1.0,7,1,False,1.2948798086210993,0
4,5471.419441448665,10256.832184227078,-473.9390598763344,0.7903225806451613,15,6,True,1.446258889859996,0
4,5322.432352105998,6119.5852354782555,-121.9813537484257,0.8709677419354839,9,1,False,1.0775142750103663,0
4,4439.270338453233,8520.981656682692,49.54375617780053,0.8490566037735849,20,2,False,1.32775315922173,0
4,9287.341588369125,10804.00523126246,115.08631049858306,0.6086956521739131,17,3,False,1.240224662562539,1
10,8904.55076691074,10725.589862039687,-332.9813396139917,0.7419354838709677,9,6,True,1.213874412507097,1
0,4482.0,5539.585720156571,999.0,1.0,9,4,False,1.0061530330823532,0
4,3652.2628070433993,4602.08048879606,68.59214129094835,0.36666666666666664,12,6,False,1.4324077897311047,1
2,1893.480344435664,1942.064696468924,40.48034443566385,0.21428571428571427,22,6,False,1.4607362381969455,1
0,6652.0,9184.721254742071,999.0,1.0,22,4,False,1.0349276342796971,0
0,4211.0,7379.571772707622,999.0,1.0,18,6,False,1.3661043273084932,0
8,5947.262705528381,7292.259173163067,2.0,0.76,21,4,False,1.4859061092728187,1
8,5397.362920770379,7419.105007114721,44.0,0.8181818181818182,8,6,False,1.3626101061038973,0
4,2580.8271696379443,3540.5401414615103,-146.59139076803567,0.8571428571428571,12,2,False,1.206546249093533,0
2,4085.8459072737037,5728.191937407757,87.84590727370347,0.8235294117647058,10,3,False,1.007729628827037,0
6,3694.6158824075364,6927.542173535221,11.0,0.8809523809523809,22,5,False,1.146012641955998,0
2,1667.897799028768,1667.897799028768,133.0,0.0,6,2,False,1.063999782495321,1
8,4343.017983670988,4666.190298455642,22.0,0.16129032258064516,18,6,False,1.4483983494517139,1
0,4931.0,8764.865574062103,999.0,1.0,19,5,False,1.4397712939634477,0
6,5138.244106660144,6309.742116128449,10.0,0.5957446808510638,17,1,False,1.3335158480600695,1
6,8549.456435016134,11303.96398920458,-32.186712145767565,0.7884615384615384,15,1,False,1.2151154601258367,0
4,6731.605879334553,9230.145366852761,-126.22382081967231,0.8787878787878788,20,0,False,1.2414245507507122,0
8,14945.423620728898,16897.129490840125,11.0,0.75,6,4,False,1.495896859271263,1
8,3431.7561954823786,4075.979828511472,44.0,0.7741935483870968,6,5,False,1.351148983713585,1
3,9794.230812245043,9794.230812245043,84.0,0.21428571428571427,20,4,False,1.3917170730948605,1
4,5694.018309373604,7729.95999308541,4.646236835703172,0.7837837837837838,18,1,False,1.394185631604406,1
0,3953.0,6073.119933943454,999.0,1.0,14,4,False,1.3062084566089285,0
0,4376.0,7292.405754632982,999.0,1.0,16,1,False,1.083282846614586,0
2,2566.77294643568,4024.272602414333,31.77294643567951,0.6086956521739131,12,3,False,1.05672812937215,0
2,2813.6216649961802,5961.076118682708,64.89508272074761,0.9411764705882353,21,0,False,1.1114796146884482,0
2,2402.8964612857944,3214.698269473626,93.89646128579454,0.44,20,5,False,1.3622743570116813,1
4,1894.2140303593421,2288.547101736567,64.89508272074761,0.5333333333333333,17,2,False,1.3042571715077773,1
8,4778.309455015056,6134.456892332881,22.0,0.7666666666666667,13,3,False,1.1130548195222902,0
8,4094.1699698299567,5130.477230434389,-63.77327036473049,0.7083333333333334,20,2,False,1.3419688769607758,1
0,7215.0,9575.331933541622,999.0,1.0,8,1,False,1.0804402846937118,0
0,7322.0,9538.096392158193,999.0,1.0,16,1,False,1.1012757660281687,0
6,1005.3359806806876,1530.875900288711,-193.29924317930812,0.3333333333333333,9,4,False,1.3294075928952116,0
8,5197.714842153191,5905.177365841957,10.0,0.4857142857142857,6,2,False,1.3670849318368559,1
8,5697.250154255458,9268.43101513173,0.23218899876755264,0.6222222222222222,8,6,False,1.1189229737584263,0
0,3021.0,4728.699743951744,999.0,1.0,10,2,False,1.1525486291911078,0
2,3057.4485887715023,5343.254806025223,-271.8835642153327,0.9523809523809523,6,5,True,1.4832566490280037,0
4,5889.90029028398,7899.275930540243,-311.0325900926762,0.875,16,5,True,1.1853788575620445,0
8,4920.634558173398,6526.842291791435,22.0,0.45,13,2,False,1.3002819493187239,0
6,3496.3592850561804,5366.107782737069,10.0,0.7,13,5,False,1.1068512641031845,0
4,3263.6506753854037,4568.082396019397,-56.107013549853036,0.6451612903225806,12,3,False,1.05028719114758,0
10,6806.289710014517,9831.450958780133,22.0,0.5416666666666666,20,0,False,1.1246778220039786,0
4,3605.1037195531353,3891.345534506118,31.77294643567951,0.7391304347826086,14,6,False,1.0253210639375379,0
0,2083.0,3553.6125313397883,999.0,1.0,21,6,False,1.4818629107136678,0
4,3697.9483583012657,4406.329022102631,3.0,0.4642857142857143,22,2,False,1.0868532293449986,0
5,5724.776082219108,8959.28623542836,32.50758429647689,0.75,7,6,False,1.4271447180285386,0
4,6740.5413195564515,9870.488654379966,-241.03152987503205,0.574468085106383,10,5,True,1.005220286645383,0
4,5857.018168762508,8113.463884316774,138.0,0.55,6,1,False,1.222308017875754,0
6,4982.800775335187,6468.359493114619,-167.82860087683792,0.7391304347826086,8,2,False,1.1789603840272498,0
4,2818.7107966138046,6326.611251131208,12.0,0.6551724137931034,19,2,False,1.4773966458026042,0
4,2424.045654653956,3921.1286558692777,85.38679094380448,0.7777777777777778,7,1,False,1.2502438943879406,0
4,4839.955022965579,7885.302090317909,-441.63646396184146,0.7419354838709677,21,0,True,1.274855172846801,0
8,5389.398665174419,6542.111717727843,10.0,0.5333333333333333,9,6,False,1.0296131379291957,0
0,3285.0,5896.62544030225,999.0,1.0,15,1,False,1.242182643639775,0
3,1976.7587494200027,2161.8268977086937,79.0,0.375,20,4,False,1.1674167607103318,1
2,6987.400738404883,8999.913745453601,78.16854940611499,0.96,8,2,False,1.0379505824986843,0
0,7120.0,10023.12391054403,999.0,1.0,12,4,False,1.0247127429962568,0
0,1438.0,2470.1744442181675,999.0,1.0,13,5,False,1.3882739456406905,0
6,8910.813146850738,11194.983750653786,-221.7301760171143,0.7647058823529411,13,4,False,1.335977990339281,1
3,2399.1717428700586,3655.7000521652735,63.91355829609498,0.2727272727272727,16,3,False,1.0891143912928536,0
10,6609.990703897873,8204.759612616162,22.0,0.7352941176470589,21,5,False,1.0723785949010072,0
3,1677.7883789948528,2921.553443514787,31.77294643567951,0.25,17,0,False,1.2112181395198385,0
0,6765.0,11535.71381951849,999.0,1.0,21,5,False,1.3495145226025986,0
6,8161.505751947247,13007.541953353712,-208.21910252785176,0.8888888888888888,13,1,True,1.3872649354097593,0
0,3873.0,5283.321174013831,999.0,1.0,13,1,False,1.1955471749886317,0
6,7276.288648960486,9011.291519524373,-4.102267287195012,0.6,13,2,False,1.3404525345515017,1
0,5411.0,10956.50933701618,999.0,1.0,17,4,False,1.3339682092826908,0
1,464.65869653547975,523.1130485645245,65.35494278248238,0.0,21,4,False,1.193327184508485,1
4,6919.827169637944,12011.873699201456,-179.48222703878236,0.9148936170212766,15,2,False,1.0550637236230118,0
0,4588.0,7205.193706687198,999.0,1.0,8,4,False,1.2860960712355713,0
0,5457.0,6327.747002393072,999.0,1.0,16,1,False,1.3897139504096767,1
4,6384.437378889237,9330.380623492876,-208.65363466663783,0.9069767441860465,11,3,False,1.36897360044683,0
0,2015.0,4890.4760070994025,999.0,1.0,16,5,False,1.366144763644541,0
6,4465.5057519472475,6345.629831099091,-288.6368169892282,0.782608695652174,10,5,True,1.4765322376115213,1
8,5633.47712150423,10113.478203165103,-515.0574808305665,0.6744186046511628,21,0,True,1.1761612662222218,0
2,1585.4601485928736,3574.236451650943,10.0,0.9047619047619048,6,3,False,1.3682076895001813,0
7,2796.692823957284,4366.530195204953,-51.87129366097791,0.6923076923076923,16,4,False,1.429067530472618,0
2,2129.1754842149003,2806.182817363881,26.17548421490005,0.8125,14,1,False,1.1080508623726029,0
4,9734.703142622606,10326.079635312597,79.47801252071599,0.68,14,3,False,1.036961540719193,0
6,9393.113600988814,13214.511423329739,22.0,0.88,11,2,False,1.4197329882413352,1
6,6712.651630447432,10916.130209789268,0.23218899876755264,0.8356164383561644,12,0,False,1.1516439625600032,0
2,10224.628649038188,12998.60594798389,103.73356631744096,0.9555555555555556,13,1,False,1.1884118890811044,0
0,4935.0,5203.697041527569,999.0,1.0,20,1,False,1.3443164823947122,1
0,2812.0,3164.572836514259,999.0,1.0,15,3,False,1.0020449508987275,0
10,8022.970676256814,12805.98961276602,-79.36638801601083,0.82,16,5,False,1.2772978345300754,0
2,4074.6286490381885,4724.72952829946,103.73356631744096,0.9,15,1,False,1.1244847256690331,0
4,6623.576099900523,8328.964190376233,23.681017179776383,0.5238095238095238,13,5,False,1.1906744303394654,0
2,5653.895082720748,6521.053011090649,64.89508272074761,0.5185185185185185,18,1,False,1.2050468975302604,1
3,2425.3295212078706,3349.359776635285,64.89508272074761,0.7333333333333333,13,5,False,1.026396212032984,0
6,5273.5057519472475,10119.669321320165,12.0,0.84375,9,4,False,1.1637810063615972,0
0,4637.0,6545.721995632525,999.0,1.0,19,4,False,1.0020750588739311,0
4,5190.941222296264,8307.18595671234,-26.651455138854686,0.9047619047619048,19,3,False,1.3465020481202967,0
0,3607.0,5901.718368962459,999.0,1.0,11,5,False,1.3940344947314818,0
3,1046.2299978050942,1443.6591521486532,68.63808056074974,0.4,21,4,False,1.4400395006743365,1
1,4154.76982371809,4987.475046488572,63.91355829609498,0.9090909090909091,22,5,False,1.499877632392459,1
10,7866.116554756999,10496.907115758422,-588.3623813843591,0.6190476190476191,12,4,True,1.3646450421190024,1
4,2737.6684730546335,3953.901349441888,87.84590727370347,0.75,9,3,False,1.3851969993196818,0
0,4080.0,7802.1547935310955,999.0,1.0,18,6,False,1.2699225733354003,0
0,2878.0,3192.1980029096485,999.0,1.0,15,5,False,1.4693158915576126,1
6,3673.9451005434985,5184.804182170224,-119.34680651146124,0.8333333333333334,17,6,False,1.431868181036575,1
2,8083.714034603734,8454.73819135931,115.08631049858306,0.9130434782608695,8,1,False,1.012125855839379,0
0,2264.0,3108.480995900319,999.0,1.0,13,3,False,1.397549027817699,1
0,3223.0,4460.4751177068,999.0,1.0,18,4,False,1.4818695226721375,1
8,3117.2997039011257,4607.1217145395185,10.0,0.6538461538461539,14,6,False,1.455814267964249,0
0,1857.0,3175.744965217169,999.0,1.0,8,5,False,1.064220933384363,0
0,1523.0,2482.3147378704007,999.0,1.0,14,3,False,1.4402207453986628,0
8,6397.39441506788,10319.972092223981,-396.1838037198765,0.5909090909090909,13,4,True,1.3144995130313917,0
4,11334.804061229956,12160.695452430413,68.63808056074974,0.8181818181818182,15,4,True,1.0059636683955413,0
0,2612.0,5824.886149159827,999.0,1.0,11,1,False,1.1449378875893417,0
0,1199.0,1440.7505226148655,999.0,1.0,20,3,False,1.1222160098443414,0
0,2889.0,4618.471130633699,999.0,1.0,22,2,False,1.194627730829105,0
0,4476.0,7745.975035426728,999.0,1.0,21,3,False,1.029365471139028,0
0,3830.0,5292.829714658288,999.0,1.0,19,0,False,1.3753782063167568,0
6,5972.520801459486,7212.4901794421985,10.0,0.8461538461538461,6,1,False,1.2843367481536614,1
0,2864.0,4504.938991747832,999.0,1.0,15,4,False,1.1283814283253015,0
4,3637.847436357997,6531.651241782773,-121.78963985378937,0.9117647058823529,12,5,False,1.1936204722005654,0
6,4047.9858847163446,5333.317825318775,-15.909661302357875,0.42857142857142855,14,2,False,1.4350847994447375,1
0,4922.0,8448.670413338417,999.0,1.0,11,0,False,1.0517360823480628,0
4,13826.804061229956,18839.757363345205,68.63808056074974,0.9285714285714286,22,0,False,1.3272603314163949,0
6,2935.328167117019,3397.266039276865,39.91523358996693,0.2631578947368421,22,0,False,1.3061349977138308,1
2,6507.068809287584,7244.20089865326,105.44108518243299,0.8181818181818182,17,2,False,1.2750871914328321,1
2,3942.0475104837906,5531.078227627951,-138.52265720421718,0.9285714285714286,13,3,False,1.2284581804008636,0
6,5825.119809092888,7027.521870562043,22.0,0.5,8,0,False,1.3920826840718137,1
4,3972.5209248393417,4579.54254194545,49.85025908689087,0.4411764705882353,9,2,False,1.432161758461165,1
6,6012.040089977458,9934.343892777271,12.0,0.8571428571428571,9,2,False,1.2805534868344226,0
4,2430.9412222962637,4086.527311760663,44.0,0.8461538461538461,6,2,False,1.0044409578026157,0
0,8645.0,12673.083992681024,999.0,1.0,15,3,False,1.0310306530407376,0
6,2938.113600988814,4028.1085410119767,22.0,0.75,12,0,False,1.4006669807209235,1
6,4588.744742119654,6344.092309218011,22.0,0.7567567567567568,11,2,False,1.1347504730076556,0
6,6125.113600988814,8438.709375088954,-25.432220872435273,0.8333333333333334,7,5,False,1.3559638088884292,0
4,10743.028224306221,11983.843407193664,31.77294643567951,0.8333333333333334,12,4,False,1.0930135848938407,0
4,1346.5862945607494,1932.913322364556,39.38991457788194,0.6666666666666666,21,5,False,1.3654378963609357,0
6,4504.409506492815,6353.082213591302,10.0,0.8076923076923077,20,2,False,1.1508530771461192,0
7,2393.87187493302,2393.87187493302,22.0,0.38461538461538464,17,4,False,1.2866102417193046,1
6,6479.457149405802,8843.723561513594,12.0,0.6444444444444445,21,5,False,1.1119505817152184,0
8,3503.051099495882,3743.9687919885355,44.0,0.6111111111111112,12,1,False,1.1675179123205104,1
8,7458.700731719474,11658.160138051559,-384.4866686637474,0.7627118644067796,13,2,True,1.4428899234921517,0
7,3901.114430233992,4427.0037779244185,11.0,0.6774193548387096,22,5,False,1.436416799591621,1
6,5516.244106660144,7873.2709417913775,-176.95876675198434,0.6122448979591837,19,0,False,1.0490610415562052,0
4,983.6429104470919,983.6429104470919,44.0,0.16666666666666666,20,6,False,1.4762934531353389,1
8,4784.0389637308235,9290.25952904597,-242.38973205048174,0.7894736842105263,17,3,False,1.463372532632254,0
0,5761.0,10096.96984144506,999.0,1.0,21,5,False,1.108877335027025,0
2,4552.628649038188,6389.729524328646,103.73356631744096,0.9393939393939394,17,0,True,1.1266103175599218,0
2,7188.442522306978,10226.488118462077,3.0,0.9583333333333334,11,6,False,1.4320124390552205,1
6,8110.906129532637,8584.619635603565,11.0,0.5,11,5,False,1.0443558116740794,0
4,3130.5110974431336,5369.506293056923,-767.2713476116232,0.5925925925925926,10,0,True,1.2316457335132043,0
4,9509.53689113493,16572.980274822552,19.0,0.948051948051948,16,4,False,1.396080610450737,0
6,5425.0038807282235,8657.500810675232,-16.67500161345346,0.7959183673469388,19,3,False,1.495094515990661,0
6,7614.113600988814,13688.323418495163,-437.9233537333139,0.8571428571428571,15,3,True,1.2331165737862007,0
4,3534.875705969377,4535.900573914467,22.0,0.84,19,4,False,1.0547132419677832,0
10,7114.909228792716,9647.728002193857,0.23218899876755264,0.5151515151515151,11,0,False,1.3390711860600382,0
6,7875.674252392562,13716.790629454068,12.0,0.9193548387096774,17,1,False,1.3833698749405263,0
6,11579.37363664803,12691.124281104903,44.0,0.6153846153846154,7,4,False,1.1431280350748314,1
6,2859.696203689394,4246.744242117558,2.0,0.7777777777777778,13,6,False,1.461508935448128,0
4,3738.397323813213,6539.788118721916,13.50224109246566,0.6551724137931034,17,2,False,1.214440318321819,0
8,7164.801448945729,10143.002194559811,10.0,0.8,16,5,False,1.4196204289996317,1
0,4960.0,7364.110850916658,999.0,1.0,22,0,False,1.0438448374023128,0
0,4528.0,7022.5680302783285,999.0,1.0,20,5,False,1.000512141856081,0
6,6783.667268350554,9067.51591129354,44.0,0.868421052631579,22,6,False,1.2654224132629184,0
8,5746.407737273677,8443.397825612305,22.0,0.45,8,2,False,1.1253173695446126,0
10,8137.946302017122,8984.559438277829,10.0,0.6538461538461539,13,1,False,1.096002022684427,0
4,2885.517950044422,2988.0270178500614,125.37207253790066,0.47619047619047616,15,3,False,1.04372139962664,1
0,7601.0,11012.538477481643,999.0,1.0,6,2,False,1.386576603986314,0
6,2969.6516304474317,4007.377025606363,0.23218899876755264,0.625,6,2,False,1.2885495424143978,0
6,9325.113600988814,12955.455117188749,8.72875409134483,0.8909090909090909,14,1,False,1.3598646986382361,0
0,5506.0,8040.057504951039,999.0,1.0,8,1,False,1.428885700424598,0
0,8470.0,10629.192941895682,999.0,1.0,12,3,False,1.3880775697097447,1
4,2601.9112855704534,3023.8481254719204,11.0,0.7894736842105263,22,0,False,1.4585797777776945,1
10,9711.736144231065,11616.492448707559,-131.79209568258614,0.4864864864864865,22,2,False,1.0897040894918777,0
6,8419.320583278382,10196.457265780764,12.0,0.3333333333333333,10,3,False,1.3578153333384804,1
6,7308.674252392561,9762.750588035544,-124.2080459927713,0.8888888888888888,20,0,False,1.2591515971644731,0
3,1132.8307476529446,1976.296658015154,68.63808056074974,0.5,11,1,False,1.4689961269485223,0
8,5170.29845797442,5223.71739290782,22.0,0.5,8,0,False,1.1342961012856632,1
10,6393.143243123452,7651.992538813297,-322.900377154706,0.4888888888888889,12,0,True,1.0723833914938676,0
0,719.0,1125.8201528329132,999.0,1.0,11,4,False,1.2600941171022233,0
0,3908.0,5108.530419956573,999.0,1.0,22,3,False,1.3970549034336264,1
4,3271.1694159293556,5543.270971854761,68.63808056074974,0.8928571428571429,14,1,False,1.1643513851373095,0
8,5071.315941807607,7040.4404866038885,-5.511578125083155,0.6857142857142857,18,5,False,1.1018152600671316,0
10,10194.970676256813,12724.132005736707,11.0,0.8524590163934426,11,4,False,1.0353629122251797,0
0,6270.0,10713.088609628465,999.0,1.0,19,1,False,1.3504328834867254,0
0,1321.0,2410.789786423663,999.0,1.0,6,6,False,1.0255725889132523,0
0,3837.0,4975.7402883040995,999.0,1.0,20,2,False,1.428462834248705,1
2,990.4601485928735,1465.3712088374566,103.73356631744096,0.8888888888888888,17,5,False,1.2258474248464075,0
0,6277.0,8821.380537695497,999.0,1.0,9,6,False,1.0419194932769216,0
8,3496.923271693223,3715.8584936920547,0.23218899876755264,0.5333333333333333,8,2,False,1.185381783589154,1
8,6944.461820307792,9282.45089369246,-197.20787101039141,0.7,8,5,False,1.2286041563787127,0
